,Name,Address,Coordinates,street_number,Street,Area,City,Region,Country,Website,Phone,Type,Google_ID,Glovo_link,Monday Open time,Monday Close time,Tuesday Open time,Tuesday Close time,Wednesday Open time,Wednesday Close time,Thursday Open time,Thursday Close time,Friday Open time,Friday Close time,Saturday Open time,Saturday Close time,Sunday Open time,Sunday Close time,Average price,Overall price level
292,Vasylevi pyrohy/Пекарня-кав'ярня Василеві пироги,"вулиця Героїв УПА, 73в, Львів","{'lat': 49.82691269999999, 'lng': 23.9910957}",73в,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,https://vasylevipyrohy.ua/,+380 67 719 2803,Ресторан,ChIJn_8KGaPnOkcRTjUxlPjlYOI,https://glovoapp.com/ua/uk/lviv/vasylevi-pyrohy-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,99.0,Low
293,WOOD Coffee bar,"вулиця Малоголосківська, 28а, Львів","{'lat': 49.86681919999999, 'lng': 23.99822}",28а,вулиця Малоголосківська,Шевченківський,Львів,Львівська,Україна,https://www.instagram.com/wood.coffee.bar/,,Ресторан,ChIJ_dKJpNXdOkcRuDrzWYaoQAM,https://glovoapp.com/ua/uk/lviv/wood-coffee-bar-lvi/,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,148.0,Medium-Low
294,Your Burger bilia Politekhniky / Your Burger біля Політехніки,"вулиця Степана Бандери, 39, Львів","{'lat': 49.8344614, 'lng': 24.012318}",39,вулиця Степана Бандери,Франківський,Львів,Львівська,Україна,http://yourburger.com.ua/,+380 68 066 8273,Ресторан,ChIJqyDWrx3dOkcRurx2HfRMPA0,https://glovoapp.com/ua/uk/lviv/your-burger-bilia-politekhniky-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,00:00:00,23:59:00,186.0,Medium-High
296,Kumpel / Кумпель за Оперним,"проспект В'ячеслава Чорновола, 2Б, Львів","{'lat': 49.84651700000001, 'lng': 24.025801}",2Б,проспект В'ячеслава Чорновола,Галицький,Львів,Львівська,Україна,https://kumpel.in.ua/,+380 68 998 9995,Бар,ChIJPR-PtQzdOkcRI06P5X8R8eY,https://glovoapp.com/ua/uk/lviv/kumpel-lvilvi/,12:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,259.0,High
297,Al Capone Pizza / Аль Капоне,"вулиця Гетьмана Мазепи, 11Г, Львів","{'lat': 49.8716158, 'lng': 24.0324614}",11Г,вулиця Гетьмана Мазепи,Шевченківський,Львів,Львівська,Україна,https://alcapone.lviv.ua/,+380 99 237 0187,Ресторан,ChIJSTb5JVTcOkcRTyte6mYubuI,https://glovoapp.com/ua/uk/lviv/al-capone-pizza-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,118.0,Medium-Low
298,Green Cafe,"вулиця Братів Рогатинців, 11, Львів","{'lat': 49.8402245, 'lng': 24.03210869999999}",11,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,,+380 97 773 7700,Ресторан,ChIJ6watK2zdOkcR63VI7X7WUGQ,https://glovoapp.com/ua/uk/lviv/green-caffe-lvi/,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,113.0,Medium-Low
299,Alternatyvna kava / Альтернативна Кава,"вулиця Степана Бандери, Львів","{'lat': 49.83454210000001, 'lng': 24.0115613}",вулиця Степана Бандери,Франківський,Львів,Львівська,Україна,,,,Ресторан,ChIJW3WEwtDdOkcR5X6b9DUGL9w,https://glovoapp.com/ua/uk/lviv/alternatyvna-kava-lvi/,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,,High
300,Магазин шашлику / Mahazyn shaslyku,"Новий ЦУМ, вулиця Княгині Ольги, 106, Львів","{'lat': 49.8097388, 'lng': 23.9987167}",106,вулиця Княгині Ольги,Франківський,Львів,Львівська,Україна,https://magazin-shashliku.choiceqr.com/,+380 97 098 0105,Доставка,ChIJTx2lGJjnOkcRdiWv9LLIc5s,https://glovoapp.com/ua/uk/lviv/magazin-shashliku-mahazyn-shaslyku/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,130.0,Medium-Low
301,Pizza Celentano Ristorante Fabrik,"вулиця Стрийська, 45, Львів","{'lat': 49.80506039999999, 'lng': 24.0197647}",45,вулиця Стрийська,Сихівський,Львів,Львівська,Україна,https://fabrik.celentano.delivery/,+380 66 132 1111,Ресторан,ChIJ4zfH-pvnOkcReA7XWUFCvpE,https://glovoapp.com/ua/uk/lviv/pizza-celentano-ristorante-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,225.0,High
302,resto Friends,"вулиця Кульпарківська, 93/3, Львів","{'lat': 49.8217104, 'lng': 23.9933861}",93/3,вулиця Кульпарківська,Франківський,Львів,Львівська,Україна,https://www.instagram.com/restofriend/,+380 99 674 0018,Ресторан,ChIJPeFlxAbnOkcRlBjgzDgWtM4,https://glovoapp.com/ua/uk/lviv/resto-friends-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,266.0,High
303,Ukrainske podviria / Українське подвір'я,"вулиця Михальчука, 1, Львів","{'lat': 49.842807, 'lng': 24.0255359}",1,вулиця Михальчука,Галицький,Львів,Львівська,Україна,http://ukrpodvirya.com/,+380 98 476 0142,Бар,ChIJy65vRXLdOkcRWTSdV4YBZ4k,https://glovoapp.com/ua/uk/lviv/ukrainske-podvirya-lvi/,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,167.0,Medium-High
304,Giardino,"вулиця Староєврейська, 8, Львів","{'lat': 49.84040340000001, 'lng': 24.0318042}",8,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,,,Ресторан,ChIJ-81GiDDdOkcR-netPCKJf9U,https://glovoapp.com/ua/uk/lviv/giardino-lvi/,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,293.0,High
305,"Кафе ""Домашньої кухні""","вулиця Зелена, 238, Львів","{'lat': 49.8065271, 'lng': 24.0606159}",238,вулиця Зелена,Сихівський,Львів,Львівська,Україна,https://domashnia-kuhnia.business.site/?utm_source=gmb&utm_medium=referral,+380 93 419 6016,Ресторан,ChIJhdxTcAvpOkcRHi7JDDbd3bA,https://glovoapp.com/ua/uk/lviv/kafe-domashnoyi-kuhni-lvi/,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,00:00:00,23:59:00,00:00:00,23:59:00,89.0,Low
306,Gusto d'Italia,"вулиця Тернопільська, Львів","{'lat': 49.81161119999999, 'lng': 24.0360206}",вулиця Тернопільська,Сихівський,Львів,Львівська,Україна,,,+380 96 802 9080,Ресторан,ChIJidHtUgDnOkcRFZIIqdvcLzc,https://glovoapp.com/ua/uk/lviv/gusto-ditalia-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,236.0,High
307,Souvlaki,"вулиця Руська, 16, Львів","{'lat': 49.8417691, 'lng': 24.0341473}",16,вулиця Руська,Галицький,Львів,Львівська,Україна,https://souvlaki.choiceqr.com/p/JtCG-aloI?fbclid=PAAaZ_JDSO06x0swo45cSvQ0AKEpikZgFxwnP_hu6_MkfMkbUJ38z7mqAf1LE,+380 97 367 7262,Ресторан,ChIJt70KLojdOkcRCMq1gJEN240,https://glovoapp.com/ua/uk/lviv/souvlaki-lvi/,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,21:30:00,10:00:00,22:30:00,10:00:00,22:30:00,10:00:00,22:30:00,,High
309,Hot Fish,"вулиця Краківська, 34, Львів","{'lat': 49.84448789999999, 'lng': 24.0297824}",34,вулиця Краківська,Галицький,Львів,Львівська,Україна,https://fastfishua.ps.me/,+380 98 686 8788,Ресторан,ChIJkc7bEIzdOkcRe46GwgDy1Bw,https://glovoapp.com/ua/uk/lviv/hot-fish-lvi/,11:00:00,23:00:00,10:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,184.0,Medium-High
310,Fabrica Pizzy /Фабрика Піци,"вулиця Пасічна, 175, Львів","{'lat': 49.8037511, 'lng': 24.0717694}",175,вулиця Пасічна,Сихівський,Львів,Львівська,Україна,https://www.facebook.com/%D0%A4%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0-%D0%BF%D1%96%D1%86%D0%B8-110632727290181/,+380 98 731 0163,Ресторан,ChIJ2RkwkxnpOkcR_2dLVzIEdao,https://glovoapp.com/ua/uk/lviv/fabrica-pizzy1-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,206.0,Medium-High
311,Kraft Sushi,"вулиця Малоголосківська, 19, Львів","{'lat': 49.8661835, 'lng': 23.9989481}",19,вулиця Малоголосківська,Шевченківський,Львів,Львівська,Україна,https://expz.menu/2df29648-9ed0-4eeb-a11d-6ad6134f40a2/menu,+380 93 170 7917,Ресторан,ChIJR8o2cIPdOkcRmGmLRLrdm6I,https://glovoapp.com/ua/uk/lviv/kraft-sushi-sykhi-lvi/,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,10:30:00,22:30:00,252.0,High
313,Coffee lab Залізнична,"вулиця Залізнична, Львів","{'lat': 49.8471083, 'lng': 23.9956353}",вулиця Залізнична,Залізничний,Львів,Львівська,Україна,,https://instagram.com/coffeelabukraine,,Ресторан,ChIJnX5---jdOkcRo83H224_NTA,https://glovoapp.com/ua/uk/lviv/coffee-lab-zaliznichna-lvi/,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,107.0,Low
315,Krumpli / Крумплі,"площа Ринок, 38, Львів","{'lat': 49.8424777, 'lng': 24.031116}",38,площа Ринок,Галицький,Львів,Львівська,Україна,http://krumpli.choiceqr.com/,+380 93 421 1141,Ресторан,ChIJ2_yB9oPdOkcRYZN-MalOoB0,https://glovoapp.com/ua/uk/lviv/krumpli-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,163.0,Medium-Low
316,Монс Піус / Mons Pius,"вулиця Вірменська, 7, Львів","{'lat': 49.8435314, 'lng': 24.0311041}",7,вулиця Вірменська,Галицький,Львів,Львівська,Україна,http://monspius.com.ua/,+380 322 356 060,Ресторан,ChIJrd0IaW3dOkcRetSPyao13pU,https://glovoapp.com/ua/uk/lviv/mons-pius-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,357.0,High
317,DelMarko,"вулиця Павла Ковжуна, 3, Львів","{'lat': 49.8379998, 'lng': 24.0296921}",3,вулиця Павла Ковжуна,Галицький,Львів,Львівська,Україна,https://instagram.com/delmarko_lviv?igshid=OGQ5ZDc2ODk2ZA==,,Ресторан,ChIJa1JZI6zpOkcR6sY11lEHiBw,https://glovoapp.com/ua/uk/lviv/delmarko-lvi/,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,21:00:00,278.0,High
318,Чебуреки,"площа Князя Ярослава Осмомисла, 11, Львів","{'lat': 49.8448564, 'lng': 24.0276012}",11,площа Князя Ярослава Осмомисла,Галицький,Львів,Львівська,Україна,,+380 98 072 7621,Бар,ChIJ31Mfw3LdOkcRMVMEfaVDBlU,https://glovoapp.com/ua/uk/lviv/chebureki-lvi/,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,08:00:00,21:00:00,69.0,Low
319,Lviv Handmade Chocolate / Львівська Майстерня Шоколаду,"вулиця Сербська, 3, Львів","{'lat': 49.8411462, 'lng': 24.0331941}",3,вулиця Сербська,Галицький,Львів,Львівська,Україна,http://www.chocolate.lviv.ua/,+380 50 430 6033,Ресторан,ChIJk6WtXGzdOkcRGqLG3w2Q7Pg,https://glovoapp.com/ua/uk/lviv/lviv-handmadee-chocolate-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,22:00:00,10:00:00,22:00:00,93.0,Low
320,Grill Pub,"вулиця Під Дубом, 7Б, Львів","{'lat': 49.8499048, 'lng': 24.0225117}",7Б,вулиця Під Дубом,Галицький,Львів,Львівська,Україна,,+380 63 785 3460,Ресторан,ChIJFyc8VQrdOkcRohoLy5_cWOw,https://glovoapp.com/ua/uk/lviv/grill-pub-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,131.0,Medium-Low
322,FAMI.Chefs,"вулиця Івана Мельника, 18, Львів","{'lat': 49.8298498, 'lng': 24.0039774}",18,вулиця Івана Мельника,Франківський,Львів,Львівська,Україна,https://expz.menu/7b0e3d86-9a7a-43dc-81ab-a26e75f88f4b/menu?menuId=7514,+380 68 088 2608,Ресторан,ChIJa4K9GzLdOkcRYtjLHYNp5ZQ,https://glovoapp.com/ua/uk/lviv/famichefs-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,300.0,High
323,Salmon Box / Салмон Бокс,"вулиця Левицького, 8, Львів","{'lat': 49.8359028, 'lng': 24.0361468}",8,вулиця Левицького,Личаківський,Львів,Львівська,Україна,https://sushizoom.com/lviv,+380 68 488 4843,Доставка,ChIJVcOEB37dOkcRLQrQpnRGRWA,https://glovoapp.com/ua/uk/lviv/salmon-box-salmon-boks-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,285.0,High
324,Churrasco Grill & Beer,"вулиця Галицька, 13, Львів","{'lat': 49.8403234, 'lng': 24.0314988}",13,вулиця Галицька,Галицький,Львів,Львівська,Україна,http://churrasco.com.ua/,+380 67 868 8684,Доставка,ChIJAzLiQGzdOkcRLzZDrb34aao,https://glovoapp.com/ua/uk/lviv/churrasco-grill-beer-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,191.0,Medium-High
325,Dogs&Burgers на Гнатюка,"вулиця Академіка Гнатюка, 12, Львів","{'lat': 49.8415515, 'lng': 24.0255882}",12,вулиця Академіка Гнатюка,Галицький,Львів,Львівська,Україна,https://expz.menu/49c3ee27-943c-4d01-bd50-bcb929bc2624/menu?menuId=6878,+380 98 010 4201,Ресторан,ChIJK1QGInLdOkcRfJhoSgjB9rY,https://glovoapp.com/ua/uk/lviv/dogsandburgers-na-gnatyuka-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,180.0,Medium-High
326,Ampersand,"вулиця Героїв Майдану, 10, Львів","{'lat': 49.8299017, 'lng': 24.0180257}",10,вулиця Героїв Майдану,Галицький,Львів,Львівська,Україна,https://instagram.com/ampersand_lviv,+380 96 347 1918,Ресторан,ChIJ8ep4xF3dOkcRSR0BOC-JKHk,https://glovoapp.com/ua/uk/lviv/ampersand-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,117.0,Medium-Low
327,Restoran Avokado / Ресторан Авокадо,"вулиця Староєврейська, 37, Львів","{'lat': 49.84117819999999, 'lng': 24.0345209}",37,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,https://avocado.lviv.ua/,+380 98 072 6104,Ресторан,ChIJ6zVFuJLdOkcRDOmcI0EOuBs,https://glovoapp.com/ua/uk/lviv/restoran-avokado-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,341.0,High
328,Coffee&Burger.Pizza. Bake House,"площа Кропивницького, 12, Львів","{'lat': 49.8366676, 'lng': 24.003798}",12,площа Кропивницького,Франківський,Львів,Львівська,Україна,,+380 67 430 0101,Ресторан,ChIJPcVPQoLdOkcR5FtKh1ZCNak,https://glovoapp.com/ua/uk/lviv/coffe-burger-pizza-bake-house-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,254.0,High
329,Marharyta na Sakharova / Маргарита на Сахарова,"вулиця Академіка Андрія Сахарова, 19а, Львів","{'lat': 49.8257326, 'lng': 24.0108508}",19а,вулиця Академіка Андрія Сахарова,Франківський,Львів,Львівська,Україна,https://margaryta.com.ua/,+380 98 466 2611,Ресторан,ChIJCVa36h3nOkcRyqeQ6mFHcXw,https://glovoapp.com/ua/uk/lviv/marharyta-na-sakharova-lvi/,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,205.0,Medium-High
330,Get Baget,"вулиця Наукова, 44, Львів","{'lat': 49.8044932, 'lng': 23.9961391}",44,вулиця Наукова,Франківський,Львів,Львівська,Україна,,+380 99 610 8006,Ресторан,ChIJWQ52rEHnOkcR8V4KxxdXPlg,https://glovoapp.com/ua/uk/lviv/get-baget-lvi/,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,66.0,Low
331,Respublica Sadu / Республіка Саду,"вулиця Володимира Винниченка, 20a, Львів","{'lat': 49.842054, 'lng': 24.03689769999999}",20a,вулиця Володимира Винниченка,Галицький,Львів,Львівська,Україна,https://linktr.ee/respublika_sad?utm_source=linktree_admin_share,+380 63 830 4918,Ресторан,ChIJPbe9B67dOkcRvLMMFn5mN6c,https://glovoapp.com/ua/uk/lviv/respublica-sadu-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,248.0,High
332,Smakolyk / Смаколик,"вулиця Михальчука, 5, Львів","{'lat': 49.8426354, 'lng': 24.02468229999999}",5,вулиця Михальчука,Галицький,Львів,Львівська,Україна,https://instagram.com/smakolyk.lviv?utm_source=ig_profile_share&igshid=51r1r32jha6k,+380 96 647 3883,,ChIJPWdzS3LdOkcRl6NgwjOyZMY,https://glovoapp.com/ua/uk/lviv/smakolyk-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,95.0,Low
333,Knights Gallery / Галерея Лицарів,"проспект Свободи, 16-18, Львів","{'lat': 49.8423485, 'lng': 24.0282238}",16-18,проспект Свободи,Галицький,Львів,Львівська,Україна,https://knightsgallerylviv.choiceqr.com/,+380 97 486 0755,Ресторан,ChIJOx_JeHLdOkcRBkwIuMUYVrM,https://glovoapp.com/ua/uk/lviv/knights-gallery-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,181.0,Medium-High
